Time,V_in,V_out
6.610000000000005,1.0,0.004088284654117771
6.6200000000000045,1.0,0.006574954061342689
6.630000000000005,1.0,0.00905541450518399
6.640000000000005,1.0,0.01152968148788762
6.650000000000005,1.0,0.01399777047330586
6.6600000000000055,1.0,0.016459696887014152
6.670000000000005,1.0,0.01891547611642802
6.680000000000005,1.0,0.021365123510921867
6.690000000000005,1.0,0.02380865438194569
6.700000000000005,1.0,0.02624608400314274
6.710000000000005,1.0,0.028677427610467404
6.720000000000005,1.0,0.031102700402301786
6.730000000000005,1.0,0.033521917539574564
6.7400000000000055,1.0,0.03593509414587787
6.750000000000005,1.0,0.038342245307584226
6.760000000000005,1.0,0.04074338607396527
6.770000000000005,1.0,0.043138531457308525
6.780000000000005,1.0,0.04552769643303514
6.790000000000005,1.0,0.04791089593981757
6.800000000000005,1.0,0.05028814487969636
6.810000000000005,1.0,0.052659458118198846
6.820000000000006,1.0,0.055024850484456156
6.830000000000005,1.0,0.057384336771320044
6.840000000000005,1.0,0.05973793173548173
6.850000000000005,1.0,0.06208565009758857
6.860000000000005,1.0,0.06442750654236179
6.870000000000005,1.0,0.06676351571871429
6.880000000000005,1.0,0.06909369223986726
6.890000000000005,1.0,0.07141805068346906
6.900000000000006,1.0,0.07373660559171202
6.9100000000000055,1.0,0.0760493714714495
6.920000000000005,1.0,0.0783563627943145
6.930000000000005,1.0,0.0806575939968365
6.940000000000005,1.0,0.08295307945202988
6.9500000000000055,1.0,0.08524283338690472
6.960000000000005,1.0,0.0875268700630835
6.970000000000005,1.0,0.08980520377419238
6.980000000000006,1.0,0.0920778487665014
6.9900000000000055,1.0,0.09434479996003733
7.000000000000005,-1.0,0.0966060618967703
7.010000000000005,-1.0,0.09386803054341335
7.020000000000005,-1.0,0.0911367759587894
7.030000000000006,-1.0,0.08841234098288203
7.040000000000005,-1.0,0.08569470858631704
7.050000000000005,-1.0,0.08298386178358806
7.060000000000006,-1.0,0.08027978363386089
7.070000000000006,-1.0,0.07758245723756062
7.080000000000005,-1.0,0.07489186573505005
7.090000000000005,-1.0,0.07220799231029423
7.100000000000005,-1.0,0.0695308201889009
